status,info
1,41
1,26
1,57
1,46
1,25
1,50
1,29
1,30
1,27
1,73
1,16
1,39
1,31
1,35
1,44
1,40
1,41
1,34
1,35
1,55
1,102
1,26
1,59
1,30
1,41
1,27
1,19
1,21
1,36
1,35
1,22
1,36
1,40
1,32
1,44
1,25
1,61
1,22
1,48
1,27
1,35
1,33
1,39
1,67
1,29
1,48
1,45
1,51
1,25
1,31
1,40
1,39
1,30
1,36
1,28
1,54
1,48
1,24
1,23
1,32
1,25
1,54
1,38
1,23
1,25
1,53
1,32
1,42
1,68
1,29
1,28
1,79
1,21
1,53
1,29
1,26
1,40
1,30
1,31
1,28
1,19
1,25
1,26
1,48
1,35
1,30
1,27
1,34
1,45
1,62
1,21
1,53
1,36
1,44
1,58
1,18
1,37
1,27
1,26
1,26
1,76
1,22
1,31
1,41
1,35
1,38
1,42
1,16
1,49
1,58
1,30
1,33
1,45
1,27
1,43
1,36
1,40
1,40
1,62
1,79
1,36
1,19
1,21
1,68
1,33
1,31
1,52
1,26
1,44
1,25
1,24
1,17
1,16
1,39
1,27
1,71
1,61
1,39
1,60
1,32
1,33
1,48
1,47
1,27
1,43
1,27
1,28
1,55
1,29
1,19
1,32
1,21
1,68
1,34
1,28
1,42
1,36
1,74
1,27
1,26
1,25
1,40
1,40
1,24
1,21
1,39
1,23
1,30
1,44
1,53
1,40
1,61
1,28
1,38
1,36
1,20
1,47
1,22
1,28
1,27
1,32
1,27
1,29
1,41
1,58
1,45
1,53
1,57
1,31
1,51
1,51
1,29
1,24
1,32
1,29
1,61
1,34
1,33
1,34
1,54
1,56
1,38
1,25
1,26
1,33
1,29
1,28
1,29
1,28
1,23
1,61
1,60
1,24
1,36
1,33
1,36
1,35
1,29
1,23
1,29
1,45
1,33
1,24
1,24
1,41
1,28
1,41
1,24
1,74
1,42
1,46
1,28
1,53
1,29
1,31
1,22
1,31
1,28
1,29
1,29
1,71
1,40
1,51
1,26
1,41
1,23
1,29
1,59
1,51
1,21
1,42
1,56
1,47
1,30
1,29
1,34
1,37
1,30
1,32
1,23
1,36
1,38
1,38
1,47
1,42
1,24
1,27
1,45
1,52
1,59
1,39
1,43
1,30
1,36
1,52
1,25
1,34
1,32
1,47
1,34
1,24
1,35
1,19
1,21
1,55
1,20
1,20
1,38
1,26
1,64
1,22
1,56
1,39
1,36
1,61
1,36
1,26
1,44
1,39
1,23
1,26
1,34
1,45
1,30
1,45
1,18
1,41
1,36
1,41
1,38
1,40
1,36
1,32
1,53
1,78
1,27
1,50
1,17
1,25
1,36
1,56
1,29
1,26
1,24
1,46
1,40
1,23
1,37
1,35
1,22
1,24
1,26
1,36
1,26
1,34
1,22
1,27
1,40
1,45
1,70
1,39
1,26
1,21
1,43
1,30
1,21
1,34
1,36
1,28
1,37
1,24
1,51
1,65
1,30
1,71
1,43
1,54
1,34
1,51
1,30
1,25
1,34
1,58
1,67
1,41
1,38
1,29
1,44
1,18
1,65
1,23
1,26
1,42
1,24
1,50
1,29
1,37
1,25
1,22
1,29
1,64
1,35
1,28
1,32
1,35
1,41
1,34
1,23
1,23
1,36
1,54
1,36
1,24
1,31
1,28
1,38
1,62
1,26
1,25
1,34
1,23
1,36
1,21
1,37
1,29
1,38
1,26
1,25
1,36
1,50
1,42
1,22
1,30
1,40
1,49
1,42
1,28
1,36
1,21
1,49
1,31
1,26
1,24
1,39
1,42
1,31
1,32
1,61
1,38
1,30
1,29
1,71
1,17
1,29
1,39
1,43
1,36
1,24
1,33
1,69
1,22
1,34
1,37
1,35
1,26
1,47
1,18
1,51
1,71
1,31
1,30
1,37
1,28
1,42
1,27
1,58
1,27
1,27
1,44
1,51
1,24
1,58
1,32
1,36
1,29
1,32
1,32
1,29
1,24
1,26
1,42
1,41
1,22
1,62
1,31
1,50
1,29
1,32
1,52
1,46
1,25
1,48
1,33
1,18
1,24
1,44
1,38
1,41
1,27
1,26
1,29
1,43
1,33
1,30
1,29
1,65
1,30
1,34
1,48
1,27
1,39
1,28
1,30
1,35
1,51
1,51
1,28
1,41
1,28
1,30
1,85
1,32
1,48
1,40
1,26
1,32
1,45
1,49
1,35
1,21
1,41
1,31
1,61
1,47
1,42
1,36
1,100
1,28
1,41
1,22
1,33
1,21
1,33
1,28
1,39
1,78
1,45
1,29
1,65
1,23
1,38
1,23
1,30
1,48
1,59
1,90
1,41
1,28
1,40
1,30
1,92
1,40
1,28
1,41
1,28
1,71
1,41
1,35
1,42
1,60
1,29
1,58
1,30
1,86
1,38
1,50
1,31
1,24
1,52
1,23
1,36
1,34
1,31
1,24
1,57
1,18
1,34
1,27
1,45
1,42
1,49
1,38
1,54
1,48
1,38
1,32
1,73
1,31
1,29
1,37
1,35
1,33
1,45
1,31
1,29
1,26
1,43
1,24
1,33
1,40
1,26
1,45
1,29
1,22
1,38
1,55
1,29
1,37
1,29
1,49
1,30
1,24
1,22
1,44
1,30
1,22
1,35
1,18
1,29
1,36
1,44
1,56
1,39
1,38
1,35
1,39
1,36
1,47
1,33
1,30
1,71
1,28
1,39
1,29
1,32
1,46
1,37
1,23
1,23
1,45
1,47
1,30
1,64
1,41
1,65
1,26
1,29
1,23
1,33
1,39
1,25
1,23
1,27
1,25
1,32
1,28
1,22
1,36
1,59
1,36
1,41
1,53
1,27
1,34
1,24
1,33
1,22
1,30
1,27
1,16
1,77
1,29
1,23
1,30
1,29
1,37
1,22
1,53
1,36
1,55
1,69
1,36
1,39
1,34
1,32
1,24
1,42
1,31
1,35
1,38
1,28
1,22
1,36
1,54
1,31
1,31
1,20
1,45
1,52
1,19
1,34
1,40
1,29
1,55
1,27
1,49
1,31
1,25
1,55
1,46
1,28
1,31
1,30
1,37
1,32
1,19
1,28
1,32
1,44
1,43
1,47
1,32
1,115
1,37
1,29
1,27
1,47
